2,3,4,5,6,7,7,7,9
2,2,2,3,3,3,3,3,3
2,2,2,2,3,3,3,3,3
2,2,2,2,3,3,3,3,3
2,2,2,3,2,2,2,2,2
2,2,2,2,31,31,31,31,31
